Record;EDID;Full - Name
158162;recipe_mod_armor_RaiderMod_Lining_Torso_ImprovedCarryCapacity2;Plan: Deep Pocketed Raider Armor Chest
158240;recipe_mod_armor_RaiderMod_Lining_Limb_ImprovedCarryCapacity2;Plan: Deep Pocketed Raider Armor Limbs
114486;recipe_mod_armor_Robot_Lining_Torso_ImprovedCarryCapacity2;Plan: Deep Pocketed Robot Armor Chest
114505;recipe_mod_armor_Robot_Lining_Limb_ImprovedCarryCapacity2;Plan: Deep Pocketed Robot Armor Limbs
157881;recipe_mod_armor_Trapper_Lining_Torso_ImprovedCarryCapacity2;Plan: Deep Pocketed Trapper Armor Chest
158020;recipe_mod_armor_Trapper_Lining_Limb_ImprovedCarryCapacity2;Plan: Deep Pocketed Trapper Armor Limbs
4251461;Recipe_Workshop_WallDecor_Taxidermy_MountedDeerSkull;Plan: Deer Skull
4419637;recipe_mod_armor_Combat_Lining_Torso_Explosion2;Plan: Dense Combat Armor Torso
4419638;recipe_mod_armor_Leather_Lining_Torso_Explosion2;Plan: Dense Leather Armor Torso
4419625;recipe_DLC03_miscmod_mod_armor_Marine_Lining_Torso_Explosion2;Plan: Dense Marine Armor Torso
4419639;recipe_mod_armor_Metal_Lining_Torso_Explosion2;Plan: Dense Metal Armor Torso
4419642;recipe_mod_armor_RaiderMod_Lining_Torso_Explosion2;Plan: Dense Raider Armor Torso
4419643;recipe_mod_armor_Robot_Lining_Torso_Explosion2;Plan: Dense Robot Armor Lining
4419628;recipe_DLC03_mod_armor_Trapper_Lining_Torso_Explosion2;Plan: Dense Trapper Armor Torso
4023579;Recipe_Workshop_Container_Vault_Desk_01;Plan: Desk
4023553;Recipe_Workshop_Shelves_WksDisplayCaseWood;Plan: Display Cases
5145900;Recipe_Workshop_FloorDecor_Whitespring_Dome_Sculpture;Plan: Dome Sculpture
3963891;Recipe_Workshop_Tables_PlayerHouse_Ruin_Kitchen;Plan: Domestic Kitchen Tables
3963886;Recipe_Workshop_Tables_ModernDomestic_Ruin_LivingRoom;Plan: Domestic Tables
5195654;Recipe_Weapon_Ranged_DoubleBarrelShotgun_MQ;Plan: Double Barrel Shotgun
4023550;Recipe_Workshop_Shelves_GroceryStore_TwoSided;Plan: Double Display Shelf
5306491;recipe_mod_DoubleBarrelShotgun_Receiver_ScorchedKiller;Plan: Double-Barrel Scorched Killer's Receiver
4023578;Recipe_Workshop_Container_Vault_Dresser_01;Plan: Dresser
4023592;Recipe_Workshop_Container_PlayerHouse_Dressers;Plan: Dressers
4023590;Recipe_Workshop_Container_Dumpster01;Plan: Dumpster
5805596;W05_Recipe_Tinkers_GrenadeDynamite_GoldVendor;Plan: Dynamite
5805597;W05_Recipe_Tinkers_GrenadeDynamiteBundle_GoldVendor;Plan: Dynamite Bundle
5805602;zzz_W05_Recipe_Weapon_Melee_DynamiteSpear;Plan: Dynamite Spear
5146993;Recipe_Workshop_Appliances_Eatotronic;Plan: Eat-o-Tronic
3970278;Recipe_Workshop_Chairs_Chairs_Padded_ElectricChair;Plan: Electric Chair
2835143;recipe_dlc01_mod_melee_assaultronblade_Shock;Plan: Electrified Assaultron Blade
2835131;recipe_DLC01_mod_melee_MrHandyBuzzBlade_Shock;Plan: Electrified Mr. Handy Buzz Blade
4419645;CUT_recipe_mod_PaddleBall_Electric;Plan: Electrified Paddle Ball
4582492;recipe_mod_melee_SheepsquatchClub_Shock;Plan: Electrified Sheepsquatch Club
4582486;recipe_mod_melee_SheepsquatchStaff_Shock;Plan: Electrified Sheepsquatch Staff
4582459;recipe_mod_melee_ShepherdsCrook_Shock;Plan: Electrified Shepherd's Crook
3970280;Recipe_Workshop_Chairs_Chairs_Padded_Fancy;Plan: Elegant Chairs
4023569;Recipe_Workshop_Couches_Elegant;Plan: Elegant Couches
5152705;Recipe_Workshop_Lights_FancyLights;Plan: Elegant Light Set
3963881;Recipe_Workshop_Tables_Fancy01;Plan: Elegant Tables
4023575;Recipe_Workshop_Container_Fancy01;Plan: Elegant Tables
4023545;Recipe_Workshop_WallDecor_WallClocks_Whitesprings_02;Plan: Elegant Wall Clock
5520922;W05_SettlersDaily_Clinic_Recipe;Plan: Emergency Kit
6216304;Recipe_Workshop_WallDecor_EmmetMountainSigns;Plan: Emmett Mountain Disposal Signs
5731020;Recipe_Workshop_FloorDecor_PumpkinRackEmpty01;Plan: Empty Pumpkin Rack
6274945;Recipe_Workshop_FloorDecor_EnclaveMedallion;Plan: Enclave Medallion
3963877;Recipe_Workshop_Tables_AsylumEndTables;Plan: End Tables
5731015;Recipe_Workshop_FloorDecor_PumpkinCarved10;Plan: Evil Jack O'Lantern
5249206;recipe_mod_PowerArmor_Excavator_Torso_Misc_Cleanser;Plan: Excavator Blood Cleanser
5249201;recipe_mod_PowerArmor_Excavator_Leg_Misc_Carry;Plan: Excavator Calibrated Shocks
5249202;recipe_mod_PowerArmor_Excavator_Leg_Misc_ExplVent;Plan: Excavator Cooling Vent
5249205;recipe_mod_PowerArmor_Excavator_Torso_Misc_BatRegen;Plan: Excavator Core Assembly
5249208;recipe_mod_PowerArmor_Excavator_Torso_Misc_Emergency;Plan: Excavator Emergency Protocols
5249196;POST_recipe_mod_PowerArmor_Excavator_Helmet_Headlamp;Plan: Excavator Headlamp
5249159;recipe_Armor_PowerArmor_Excavator_Helmet;Plan: Excavator Helmet
5249195;recipe_mod_PowerArmor_Excavator_Arm_Misc_Unarmed;Plan: Excavator Hydraulic Bracers
5249198;recipe_mod_PowerArmor_Excavator_Helmet_Misc_Int;Plan: Excavator Internal Database
5249209;recipe_mod_PowerArmor_Excavator_Torso_Misc_Kinetic;Plan: Excavator Kinetic Dynamo
5249200;recipe_mod_PowerArmor_Excavator_Leg_Misc_APRegen;Plan: Excavator Kinetic Servos
5249157;recipe_Armor_PowerArmor_Excavator_ArmLeft;Plan: Excavator Left Arm
5249160;recipe_Armor_PowerArmor_Excavator_LegLeft;Plan: Excavator Left Leg
5249210;recipe_mod_PowerArmor_Excavator_Torso_Misc_MedicPump;Plan: Excavator Medic Pump
5249212;recipe_mod_PowerArmor_Excavator_Torso_Misc_Str;Plan: Excavator Motion-Assist Servos
5249194;recipe_mod_PowerArmor_Excavator_Arm_Misc_Optimized;Plan: Excavator Optimized Bracers
5249203;recipe_mod_PowerArmor_Excavator_Leg_Misc_OptimizedServos;Plan: Excavator Optimized Servos
5249204;recipe_mod_PowerArmor_Excavator_Leg_Misc_SprintBoost;Plan: Excavator Overdrive Servos
5249211;recipe_mod_PowerArmor_Excavator_Torso_Misc_Reactive;Plan: Excavator Reactive Plates
5249158;recipe_Armor_PowerArmor_Excavator_ArmRight;Plan: Excavator Right Arm
5249161;recipe_Armor_PowerArmor_Excavator_LegRight;Plan: Excavator Right Leg
5249193;recipe_mod_PowerArmor_Excavator_Arm_Misc_Bleed;Plan: Excavator Rusty Knuckles
5249199;recipe_mod_PowerArmor_Excavator_Helmet_Misc_Sensor;Plan: Excavator Sensor Array
5249197;recipe_mod_PowerArmor_Excavator_Helmet_Misc_DetectLife;Plan: Excavator Targeting HUD
5249213;recipe_mod_PowerArmor_Excavator_Torso_Misc_Tesla;Plan: Excavator Tesla Coils
5249162;recipe_Armor_PowerArmor_Excavator_Torso;Plan: Excavator Torso
5249207;recipe_mod_PowerArmor_Excavator_Torso_Misc_DMGShield;Plan: Excavator Welded Rebar
4572316;Recipe_Weapon_P01E_HeartPerfume;Plan: Expensive Perfume
5879657;recipe_mod_Crossbow_receiver_Explosive;Plan: Explosive Crossbow Frame
6333082;Recipe_Weapon_Melee_FaceBreaker;Plan: Face Breaker
5130333;Recipe_Workshop_Bed_NpcFancyBed_Full;Plan: Fancy Bed
5902343;W05_Recipe_workshop_CAMP_Floor_DirtTile_GoldVendor;Plan: Farmable Dirt Tiles
4156249;Recipe_Workshop_FloorDecor_Misc_Fasnacht_Balloons_01;Plan: Fasnacht Balloons 01
5923949;Recipe_Workshop_FloorDecor_Misc_Fasnacht_Balloons_02;Plan: Fasnacht Balloons 02
4148012;zzzRecipe_Headwear_Fasnacht_Beret;Plan: Fasnacht Beret
4148001;Recipe_Workshop_WallDecor_Misc_Fasnacht_BranchGarland_01;Plan: Fasnacht Branch Garland 01
5923954;Recipe_Workshop_WallDecor_Misc_Fasnacht_BranchGarland_02;Plan: Fasnacht Branch Garland 02
4148006;Recipe_Workshop_FloorDecor_Rugs_Fasnacht_ConfettiPile_01;Plan: Fasnacht Confetti Pile 01
5923953;Recipe_Workshop_FloorDecor_Rugs_Fasnacht_ConfettiPile_02;Plan: Fasnacht Confetti Pile 02
4161439;CUT_Recipe_Workshop_FloorDecor_Misc_Fasnacht_Effigy;Plan: Fasnacht Effigy
4147997;Recipe_Workshop_FloorDecor_Misc_Fasnacht_FlagPole_01;Plan: Fasnacht Flag Pole 01
5923950;Recipe_Workshop_FloorDecor_Misc_Fasnacht_FlagPole_02;Plan: Fasnacht Flag Pole 02
4148005;Recipe_Workshop_CeilingDecor_Misc_Fasnacht_HangingRibbons_01;Plan: Fasnacht Hanging Ribbons 01
5923947;Recipe_Workshop_CeilingDecor_Misc_Fasnacht_HangingRibbons_02;Plan: Fasnacht Hanging Ribbons 02
4148004;Recipe_Workshop_CeilingDecor_Misc_Fasnacht_Snowflakes_01;Plan: Fasnacht Hanging Snowflakes 01
5923948;Recipe_Workshop_CeilingDecor_Misc_Fasnacht_Snowflakes_02;Plan: Fasnacht Hanging Snowflakes 02
4148002;Recipe_Workshop_WallDecor_Misc_Fasnacht_Garland_01;Plan: Fasnacht Helvetia Garland 01
5923955;Recipe_Workshop_WallDecor_Misc_Fasnacht_Garland_02;Plan: Fasnacht Helvetia Garland 02
4147999;Recipe_Workshop_WallDecor_Misc_Fasnacht_WallFlag_01;Plan: Fasnacht Mounted Flag 01
5923958;Recipe_Workshop_WallDecor_Misc_Fasnacht_WallFlag_02;Plan: Fasnacht Mounted Flag 02
4148000;Recipe_Workshop_WallDecor_Misc_Fasnacht_MountedRibbons_01;Plan: Fasnacht Mounted Ribbons 01
5923956;Recipe_Workshop_WallDecor_Misc_Fasnacht_MountedRibbons_02;Plan: Fasnacht Mounted Ribbons 02
4148003;Recipe_Workshop_WallDecor_Misc_Fasnacht_Streamers_01;Plan: Fasnacht Party Streamers 01
5923957;Recipe_Workshop_WallDecor_Misc_Fasnacht_Streamers_02;Plan: Fasnacht Party Streamers 02
4147996;Recipe_Workshop_FloorDecor_Misc_Fasnacht_LanternPole_01;Plan: Fasnacht Pole Lantern 01
5923951;Recipe_Workshop_FloorDecor_Misc_Fasnacht_LanternPole_02;Plan: Fasnacht Pole Lantern 02
4147998;Recipe_Workshop_FloorDecor_Misc_Fasnacht_RibbonsPole_01;Plan: Fasnacht Ribbons Pole 01
5923952;Recipe_Workshop_FloorDecor_Misc_Fasnacht_RibbonsPole_02;Plan: Fasnacht Ribbons Pole 02
5922313;Recipe_Tinkers_Souvenir_Stein_Fasnacht;Plan: Fasnacht Souvenir Beer Stein
4419601;Recipe_Weapon_Ranged_Fatman;Plan: Fatman
5441941;recipe_mod_Fatman_Barrel_MIRV;Plan: Fatman MIRV Launcher
4146688;Recipe_Workshop_Crafting_Brewing_Fermenter;Plan: Fermenting Station
4023593;Recipe_Workshop_Container_OfficeFileCabinets;Plan: File Cabinets
5158719;Recipe_Weapon_Melee_FireAxe;Plan: Fire Axe
4419649;CUT_recipe_mod_PaddleBall_Fire;Plan: Fire Paddle Ball
5879655;POST_recipe_mod_Crossbow_receiver_Firework;Plan: Firework Crossbow Frame
3803161;POST_Recipe_Workshop_PowerConnectors_FiringTargets;Plan: Firing Targets
5195655;Recipe_Weapon_Ranged_Flamer;Plan: Flamer
5441942;recipe_mod_Flamer_Receiver_TankNapalm;Plan: Flamer Napalm Tank
4023632;Recipe_Workshop_Trap_Flamethrower;Plan: Flamethrower Trap
3224267;recipe_Armor_Casual_Underarmor_FlannelJeans;Plan: Flannel Shirt and Jeans
5805598;W05_Recipe_Tinkers_FlareGrenade_GoldVendor;Plan: Flare
5195624;Recipe_Weapon_Ranged_FlareGun;Plan: Flare Gun
5805599;zzz_Recipe_Tinkers_GrenadeFlashbang;Plan: Flashbang
5844661;Recipe_Tinkers_GrenadeFloaterFlamer_GoldVendor;Plan: Floater Flamer Grenade
5844662;Recipe_Tinkers_GrenadeFloaterFreezer_GoldVendor;Plan: Floater Freezer Grenade
5844663;Recipe_Tinkers_GrenadeFloaterGnasher_GoldVendor;Plan: Floater Gnasher Grenade
4023598;Recipe_Workshop_Container_WorkshopSafeFloor01;Plan: Floor Safe
4023587;Recipe_Workshop_Container_FootLocker;Plan: Footlocker
4629412;NOTINUSE_Recipe_Armor_Backpack_Frame;Plan: Frame Backpack
4361289;Recipe_Workshop_FloorDecor_FrogHabitat;Plan: Frog Habitat
5731016;Recipe_Workshop_FloorDecor_PumpkinRack01;Plan: Full Pumpkin Rack
5143123;Recipe_Workshop_Power_Generator_Fusion;Plan: Fusion Generator
4419593;Recipe_Weapon_Ranged_GammaGun;Plan: Gamma Gun
5441943;recipe_mod_GammaGun_SpecialMuzzle_Charger;Plan: Gamma Gun Electric Signal Carrier Antennae
3803158;Recipe_Workshop_Walls_Warehouse_GarageDoor;Plan: Garage Door
5139687;Recipe_Workshop_Benches_Metal_Asylum;Plan: Garden Bench
5145907;Recipe_Workshop_FloorDecor_Misc_RedRocketGasSign01;Plan: Gas Signage
5195663;Recipe_Weapon_Ranged_GatlingGun;Plan: Gatling Gun
5195656;Recipe_Weapon_Ranged_GatlingLaser;Plan: Gatling Laser
5441681;recipe_mod_GatlingLaser_Receiver_Burning-HipAccuracy;Plan: Gatling Laser Refined Beta Wave Tuner
5441680;recipe_mod_GatlingLaser_Receiver_Burning-CritDMG;Plan: Gatling Laser Severe Beta Wave Tuner
5195657;Recipe_Weapon_Ranged_GatlingPlasma;Plan: Gatling Plasma
5805603;W05_Recipe_Weapon_Melee_Gauntlet_GoldVendor;Plan: Gauntlet
5873971;W05_recipe_mod_Gauntlet_Shock_GoldVendor;Plan: Gauntlet Shock Pads
5804894;W05_Recipe_Weapon_Ranged_GaussMinigun_GoldVendor;Plan: Gauss Minigun
5872597;W05_recipe_mod_GaussMiniGun_SCOPE_SightReflex_GoldVendor;Plan: Gauss Minigun Gunner Sights
5872599;POST_recipe_mod_GaussMiniGun_Barrel_Hex;Plan: Gauss Minigun Hex Barrel
5872600;W05_recipe_mod_GaussMiniGun_Barrel_Penta_GoldVendor;Plan: Gauss Minigun Penta Barrel
5872601;W05_recipe_mod_GaussMiniGun_Tesla_Capacitor_GoldVendor;Plan: Gauss Minigun Tesla Capacitor
5872602;W05_recipe_mod_GaussMiniGun_Tesla_Dynamo_GoldVendor;Plan: Gauss Minigun Tesla Dynamo
5872598;W05_recipe_mod_GaussMiniGun_Barrel_Triple_GoldVendor;Plan: Gauss Minigun Triple Barrel
5804895;W05_Recipe_Weapon_Ranged_GaussPistol_GoldVendor;Plan: Gauss Pistol
5837856;W05_recipe_mod_GaussPistol_Barrel_Short_Recoil-HipAccuracy_GoldVendor;Plan: Gauss Pistol Aligned Short Barrel
5837857;W05_recipe_mod_GaussPistol_Magazine_Ammo_GoldVendor;Plan: Gauss Pistol Drum Magazine
5837859;W05_recipe_mod_GaussPistol_SCOPE_GlowSight_Base_GoldVendor;Plan: Gauss Pistol Glow Sights
5907522;W05_recipe_mod_GaussPistol_Receiver_Damage_GoldVendor;Plan: Gauss Pistol Hardened Receiver
5907523;W05_recipe_mod_GaussPistol_Receiver_Damage-HipAccuracy_GoldVendor;Plan: Gauss Pistol Refined Receiver
5837860;W05_recipe_mod_GaussPistol_SCOPE_reflex_Base_GoldVendor;Plan: Gauss Pistol Reflex Sight
5837858;W05_recipe_mod_GaussPistol_Barrel_Suppressed_GoldVendor;Plan: Gauss Pistol Suppressed Barrel
5907521;W05_recipe_mod_GaussPistol_receiver_CritDMG-HipAccuracy_GoldVendor;Plan: Gauss Pistol Vicious Receiver
5195658;Recipe_Weapon_Ranged_GaussRifle;Plan: Gauss Rifle
5439235;recipe_mod_GaussRifle_SCOPE_longscope_NV_Base;Plan: Gauss Rifle Long NV Scope
5439236;recipe_mod_GaussRifle_SCOPE_MediumScope_NV_Base;Plan: Gauss Rifle Medium NV Scope
5439237;recipe_mod_GaussRifle_SCOPE_shortscope_NV_Base;Plan: Gauss Rifle Short NV Scope
5804896;W05_Recipe_Weapon_Ranged_GaussShotgun_GoldVendor;Plan: Gauss Shotgun
5854740;W05_recipe_mod_GaussShotgun_Grip_Recoil-HipAccuracy_GoldVendor;Plan: Gauss Shotgun Aligned Stock
5854733;W05_recipe_mod_GaussShotgun_Barrel_Extended_GoldVendor;Plan: Gauss Shotgun Extended Barrel
5854742;W05_recipe_mod_GaussShotgun_Magazine_Extended_GoldVendor;Plan: Gauss Shotgun Extended Magazine
5854739;W05_recipe_mod_GaussShotgun_Grip_Recoil-SecondaryDMG_GoldVendor;Plan: Gauss Shotgun Forceful Stock
5854736;W05_recipe_mod_GaussShotgun_Receiver_Damage_GoldVendor;Plan: Gauss Shotgun Hardened Receiver
5854743;W05_recipe_mod_GaussShotgun_Magazine_ArmorPen_GoldVendor;Plan: Gauss Shotgun Perforating Magazine
5854741;W05_recipe_mod_GaussShotgun_Grip_HipAccuracy-SecondaryDMG_GoldVendor;Plan: Gauss Shotgun Precise Stock
5854738;W05_recipe_mod_GaussShotgun_Receiver_Damage-HipAccuracy_GoldVendor;Plan: Gauss Shotgun Refined Receiver
5854734;W05_recipe_mod_GaussShotgun_Barrel_Shielded_GoldVendor;Plan: Gauss Shotgun Shielded Barrel
5854744;W05_recipe_mod_GaussShotgun_Scope_Short_GoldVendor;Plan: Gauss Shotgun Short Scope
5854737;W05_recipe_mod_GaussShotgun_receiver_CritDMG-HipAccuracy_GoldVendor;Plan: Gauss Shotgun Vicious Receiver
4023543;Recipe_Workshop_WallDecor_WallClocks_Whitesprings;Plan: Gilded Wall Clock
4582457;recipe_mod_melee_ShepherdsCrook_GlassCovered;Plan: Glass Covered Shepherd's Crook
6374293;SCORE_Recipe_workshop_CAMP_Utility_Collectron_Gold_GoldVendor;Plan: Gold Scavenge Bot
4419573;Recipe_Weapon_Melee_GolfClub;Plan: Golf Club
6127194;Recipe_Workshop_Lights_Grafton_Monster_Lamp;Plan: Grafton Monster Lamp
4147052;Recipe_Workshop_WallDecor_Signs_GreekLetters;Plan: Greek Letters Set
4629419;zzz_Recipe_Backpack_Material_Green;Plan: Green Backpack Material
5733309;Recipe_Workshop_FloorDecor_Statues_GrimReaperCardboardCutouts;Plan: Grim Reaper Vault-Boy Cutout
5902033;W05_Recipe_mod_BackPack_Effect_Relief_GoldVendor;Plan: Grocer's Backpack Mod
6343480;Recipe_Workshop_Crafting_CraftingCooking_GroceryCartGrill;Plan: Grocery Cart Grill
5520925;W05_SettlersDaily_Restock_Recipe;Plan: Guard's Restock Kit
4419574;Recipe_Weapon_Melee_GuitarSword;Plan: Guitar Sword
5731018;Recipe_Workshop_FloorDecor_PumpkinRack03;Plan: Half Empty Pumpkin Rack
5731019;Recipe_Workshop_FloorDecor_PumpkinRack04;Plan: Half Full Pumpkin Rack
5301235;recipe_Headwear_HalloweenCostume02Hat_Skeleton;Plan: Halloween Skull Mask
5195652;Recipe_Weapon_Ranged_HandmadeGun;Plan: Handmade Gun
5441682;recipe_DLC04_mod_HandMadeGun_SCOPE_Longscope_NV_Base;Plan: Handmade Rifle Long NV Scope
5441683;recipe_DLC04_mod_HandMadeGun_SCOPE_MediumScope_NV_Base;Plan: Handmade Rifle Medium NV Scope
5439234;recipe_DLC04_mod_HandMadeGun_SCOPE_shortscope_NV_Base;Plan: Handmade Rifle Short NV Scope
5731013;Recipe_Workshop_FloorDecor_PumpkinCarved08;Plan: Happy Jack O'Lantern
4419606;recipe_Armor_Raider_Underarmor_Harness;Plan: Harness
4419602;Recipe_Weapon_Ranged_HarpoonGun;Plan: Harpoon Gun
5442095;recipe_DLC03_mod_HarpoonGun_Magazine_Flechette;Plan: Harpoon Gun Flechettes
2835130;recipe_mod_melee_Hatchet_ElectroFusion;Plan: Hatchet Electro Fusion
5675222;Recipe_Armor_HazmatSuit;Plan: HazMat Suit
5879654;recipe_mod_Crossbow_receiver_Flaming;Plan: Heated Crossbow Frame
4425225;Recipe_Armor_Combat_Arms_Heavy;Plan: Heavy Combat Arms
4425226;Recipe_Armor_Combat_Legs_Heavy;Plan: Heavy Combat Legs
4425227;Recipe_Armor_Combat_Torso_Heavy;Plan: Heavy Combat Torso
4425222;Recipe_Armor_Leather_Arms_Heavy;Plan: Heavy Leather Arms
4425223;Recipe_Armor_Leather_Legs_Heavy;Plan: Heavy Leather Legs
4425224;Recipe_Armor_Leather_Torso_Heavy;Plan: Heavy Leather Torso
4425219;Recipe_Armor_Metal_Arms_Heavy;Plan: Heavy Metal Arms
4425220;Recipe_Armor_Metal_Legs_Heavy;Plan: Heavy Metal Legs
4425221;Recipe_Armor_Metal_Torso_Heavy;Plan: Heavy Metal Torso
4425216;Recipe_Armor_Raider_Arms_Heavy;Plan: Heavy Raider Arms
4425217;Recipe_Armor_Raider_Legs_Heavy;Plan: Heavy Raider Legs
4425218;Recipe_Armor_Raider_Torso_Heavy;Plan: Heavy Raider Torso
4425214;recipe_Armor_Robot_Heavy_Legs;Plan: Heavy Robot Legs
4425213;recipe_Armor_Robot_Heavy_Arms;Plan: Heavy Robot Right Arms
4425215;recipe_Armor_Robot_Heavy_Torso;Plan: Heavy Robot Torso
4582490;recipe_mod_melee_SheepsquatchClub_Heavy;Plan: Heavy Sheepsquatch Club
4582484;recipe_mod_melee_SheepsquatchStaff_Heavy;Plan: Heavy Sheepsquatch Staff
6347501;recipe_mod_PowerArmor_Hellcat_Torso_Misc_Cleanser;Plan: Hellcat Blood Cleanser
6347499;recipe_mod_PowerArmor_Hellcat_Leg_Misc_Carry;Plan: Hellcat Calibrated Shocks
6346172;recipe_Armor_PowerArmor_Hellcat_Torso;Plan: Hellcat Chest Piece
6347496;recipe_mod_PowerArmor_Hellcat_Leg_Misc_ExplVent;Plan: Hellcat Cooling Vent
6347504;recipe_mod_PowerArmor_Hellcat_Torso_Misc_BatRegen;Plan: Hellcat Core Assembly
6347515;recipe_mod_PowerArmor_Hellcat_Torso_Misc_Emergency;Plan: Hellcat Emergency Protocols
6346174;recipe_Armor_PowerArmor_Hellcat_Helmet;Plan: Hellcat Helm
6347514;recipe_mod_PowerArmor_Hellcat_Arm_Misc_Unarmed;Plan: Hellcat Hydraulic Bracers
6347506;recipe_mod_PowerArmor_Hellcat_Helmet_Misc_Int;Plan: Hellcat Internal Database
6347513;recipe_mod_PowerArmor_Hellcat_Torso_Misc_JetPack;Plan: Hellcat Jet Pack
6347508;recipe_mod_PowerArmor_Hellcat_Torso_Misc_Kinetic;Plan: Hellcat Kinetic Dynamo
6347497;recipe_mod_PowerArmor_Hellcat_Leg_Misc_APRegen;Plan: Hellcat Kinetic Servos
6346176;recipe_Armor_PowerArmor_Hellcat_ArmLeft;Plan: Hellcat Left Arm
6346171;recipe_Armor_PowerArmor_Hellcat_LegLeft;Plan: Hellcat Left Leg
6347510;recipe_mod_PowerArmor_Hellcat_Torso_Misc_MedicPump;Plan: Hellcat Medic Pump
6347505;recipe_mod_PowerArmor_Hellcat_Torso_Misc_Str;Plan: Hellcat Motion-Assist Servos
6347492;recipe_mod_PowerArmor_Hellcat_Arm_Misc_Optimized;Plan: Hellcat Optimized Bracers
6347495;recipe_mod_PowerArmor_Hellcat_Leg_Misc_OptimizedServos;Plan: Hellcat Optimized Servos
6347503;recipe_mod_PowerArmor_Hellcat_Leg_Misc_SprintBoost;Plan: Hellcat Overdrive Servos
6347507;recipe_mod_PowerArmor_Hellcat_Torso_Misc_Reactive;Plan: Hellcat Reactive Plates
6347512;recipe_mod_PowerArmor_Hellcat_Helmet_Misc_Recon;Plan: Hellcat Recon Sensors
6346175;recipe_Armor_PowerArmor_Hellcat_ArmRight;Plan: Hellcat Right Arm
6346173;recipe_Armor_PowerArmor_Hellcat_LegRight;Plan: Hellcat Right Leg
6347493;recipe_mod_PowerArmor_Hellcat_Arm_Misc_Bleed;Plan: Hellcat Rusty Knuckles
6347502;recipe_mod_PowerArmor_Hellcat_Helmet_Misc_Sensor;Plan: Hellcat Sensor Array
6347511;recipe_mod_PowerArmor_Hellcat_Torso_Misc_StealthBoy;Plan: Hellcat Stealth Boy
6347509;recipe_mod_PowerArmor_Hellcat_Helmet_Misc_DetectLife;Plan: Hellcat Targeting HUD
6347498;recipe_mod_PowerArmor_Hellcat_Arm_Misc_ShockDmg;Plan: Hellcat Tesla Bracers
6347494;recipe_mod_PowerArmor_Hellcat_Torso_Misc_Tesla;Plan: Hellcat Tesla Coils
6347500;recipe_mod_PowerArmor_Hellcat_Helmet_Misc_VATSChance;Plan: Hellcat VATS Matrix Overlay
6216303;Recipe_Workshop_Lights_NeonSignHello;Plan: Hello Neon Sign
6178764;Recipe_Weapon_Ranged_BOSRocketLauncher;Plan: Hellstorm Missile Launcher
6178763;recipe_mod_BOSRocketLauncher_TubeBarrel_Cryo_GoldVendor;Plan: Hellstorm Missile Launcher Cryo Payload
6178768;recipe_mod_BOSRocketLauncher_TubeBarrel_Hex_GoldVendor;Plan: Hellstorm Missile Launcher Enhanced Blast Payload
6178765;recipe_mod_BOSRocketLauncher_Scope_ScopeLong_NV_GoldVendor;Plan: Hellstorm Missile Launcher Long NV Scope
6178762;recipe_mod_BOSRocketLauncher_TubeBarrel_Napalm_GoldVendor;Plan: Hellstorm Missile Launcher Napalm Payload
6178767;recipe_mod_BOSRocketLauncher_TubeBarrel_Plasma_GoldVendor;Plan: Hellstorm Missile Launcher Plasma Payload
6178769;recipe_mod_BOSRocketLauncher_SCOPE_shortscope_Recon_Base_GoldVendor;Plan: Hellstorm Missile Launcher Short Recon Scope
4023502;Recipe_Workshop_Benches_Metal_HighTechMetal;Plan: High-Tech Bench
5152697;Recipe_Workshop_Lights_HighTechLights;Plan: High-Tech Light Set
3963883;Recipe_Workshop_Tables_HighTechRoundTable01_Dirty;Plan: High-Tech Table
4582458;recipe_mod_melee_ShepherdsCrook_SheepSquatchHorn;Plan: Horned Shepherd's Crook
5130315;Recipe_Workshop_Bed_BedHospital;Plan: Hospital Bed
5249216;POST_recipe_mod_PowerArmor_Material_Paint_HotRod03_Flames;Plan: Hot Rod Flames Paint
5249215;POST_recipe_mod_PowerArmor_Material_Paint_HotRod02_Pink;Plan: Hot Rod Hot Pink Paint
5249214;POST_recipe_mod_PowerArmor_Material_Paint_HotRod01_Shark;Plan: Hot Rod Shark Paint
4419589;Recipe_Weapon_Ranged_HuntingRifle;Plan: Hunting Rifle
5436729;recipe_mod_HuntingRifle_Receiver_AmmoConv38;Plan: Hunting Rifle .38 Receiver
5436723;recipe_mod_HuntingRifle_Receiver_AmmoConv50;Plan: Hunting Rifle .50 Receiver
5436730;recipe_mod_HuntingRifle_Receiver_AmmoConv38-CritDMG;Plan: Hunting Rifle Critical .38 Receiver
5436724;recipe_mod_HuntingRifle_Receiver_AmmoConv50-CritDMG;Plan: Hunting Rifle Critical .50 Receiver
5430357;recipe_mod_HuntingRifle_Receiver_FastTrigger-AmmoConv38;Plan: Hunting Rifle Hasty .38 Receiver
5430358;recipe_mod_HuntingRifle_Receiver_FastTrigger-AmmoConv50;Plan: Hunting Rifle Hasty .50 Receiver
5430360;recipe_mod_HuntingRifle_SCOPE_LongScope_NV_Base;Plan: Hunting Rifle Long NV Scope
5430139;recipe_mod_HuntingRifle_SCOPE_MediumScope_NV_Base;Plan: Hunting Rifle Medium NV Scope
5436732;recipe_mod_HuntingRifle_Receiver_AmmoConv38-HipAccuracy;Plan: Hunting Rifle Precise .38 Receiver
